date,session_key,rpm,brake,speed,drs,throttle,n_gear,driver_number,meeting_key,x,y,z,lap,mds_x,mds_y,driver
2024-04-07 05:06:07.924000+00:00,9496.0,5930.0,100.0,54.0,1.0,0.0,1.0,1.0,1232.0,3386.0,-3029.0,766.0,2,-0.9490522294834421,-0.15810534840824542,
2024-04-07 05:06:08.124000+00:00,9496.0,5651.0,100.0,52.0,1.0,0.0,1.0,1.0,1232.0,3413.0,-3060.0,766.0,2,-0.9493405873882422,0.15067167652334965,
2024-04-07 05:06:08.524000+00:00,9496.0,4452.0,100.0,48.0,1.0,0.0,1.0,1.0,1232.0,3444.0,-3096.0,766.0,2,-0.9490524308510585,-0.15810426691466953,
2024-04-07 05:06:08.684000+00:00,9496.0,3994.0,100.0,46.0,1.0,0.0,0.0,1.0,1232.0,3461.0,-3115.0,766.0,2,-0.9299859727559484,-0.03320993255436541,
2024-04-07 05:06:08.844000+00:00,9496.0,3533.0,100.0,46.0,1.0,0.0,0.0,1.0,1232.0,3489.0,-3148.0,766.0,2,-0.9299859860969867,-0.033209533690077966,
2024-04-07 05:06:09.084000+00:00,9496.0,3461.0,100.0,42.0,1.0,0.0,0.0,1.0,1232.0,3489.0,-3148.0,766.0,2,-0.9299859718397596,-0.03320995994576191,
2024-04-07 05:06:09.403000+00:00,9496.0,3415.0,100.0,40.0,1.0,0.0,0.0,1.0,1232.0,3522.0,-3186.0,766.0,2,-0.9299859791321672,-0.033209741921621856,
2024-04-07 05:06:09.563000+00:00,9496.0,3571.0,100.0,39.0,1.0,0.0,0.0,1.0,1232.0,3543.0,-3210.0,766.0,2,-0.9299859780541487,-0.033209774151889616,
2024-04-07 05:06:09.963000+00:00,9496.0,3668.0,100.0,35.0,1.0,0.0,0.0,1.0,1232.0,3559.0,-3229.0,766.0,2,-0.9299859786083289,-0.03320975758309151,
2024-04-07 05:06:10.123000+00:00,9496.0,3604.0,100.0,34.0,1.0,0.0,0.0,1.0,1232.0,3574.0,-3246.0,766.0,2,-0.9299859758605394,-0.03320983973505212,
2024-04-07 05:06:10.323000+00:00,9496.0,3675.0,0.0,34.0,1.0,0.0,0.0,1.0,1232.0,3588.0,-3262.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:10.563000+00:00,9496.0,3646.0,0.0,32.0,1.0,0.0,0.0,1.0,1232.0,3597.0,-3273.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:10.843000+00:00,9496.0,3592.0,100.0,31.0,1.0,0.0,0.0,1.0,1232.0,3611.0,-3289.0,766.0,2,-0.9299859809595408,-0.03320968728777381,
2024-04-07 05:06:11.043000+00:00,9496.0,3546.0,100.0,30.0,1.0,0.0,0.0,1.0,1232.0,3631.0,-3312.0,766.0,2,-0.9299859739221499,-0.0332098976878202,
2024-04-07 05:06:11.203000+00:00,9496.0,3606.0,100.0,28.0,1.0,0.0,0.0,1.0,1232.0,3645.0,-3328.0,766.0,2,-0.9299859679393857,-0.03321007655616233,
2024-04-07 05:06:11.403000+00:00,9496.0,3606.0,100.0,26.0,1.0,0.0,0.0,1.0,1232.0,3645.0,-3328.0,766.0,2,-0.9299859804928103,-0.03320970124182929,
2024-04-07 05:06:11.563000+00:00,9496.0,3465.0,100.0,26.0,1.0,0.0,0.0,1.0,1232.0,3661.0,-3347.0,766.0,2,-0.9299859742271307,-0.033209888569561155,
2024-04-07 05:06:11.803000+00:00,9496.0,3637.0,100.0,24.0,1.0,0.0,0.0,1.0,1232.0,3661.0,-3347.0,766.0,2,-0.9299859727575946,-0.033209932505191476,
2024-04-07 05:06:12.044000+00:00,9496.0,3563.0,100.0,22.0,1.0,0.0,0.0,1.0,1232.0,3675.0,-3364.0,766.0,2,-0.9299859726665495,-0.033209935226949566,
2024-04-07 05:06:12.244000+00:00,9496.0,3650.0,100.0,21.0,1.0,0.0,0.0,1.0,1232.0,3686.0,-3376.0,766.0,2,-0.9299859640770348,-0.033210192029367834,
2024-04-07 05:06:12.404000+00:00,9496.0,3578.0,100.0,20.0,1.0,0.0,0.0,1.0,1232.0,3686.0,-3376.0,766.0,2,-0.9299859807304534,-0.033209694136857405,
2024-04-07 05:06:12.564000+00:00,9496.0,3530.0,100.0,18.0,1.0,0.0,0.0,1.0,1232.0,3701.0,-3393.0,766.0,2,-0.9299859651096453,-0.033210161157410954,
2024-04-07 05:06:12.884000+00:00,9496.0,3639.0,100.0,15.0,1.0,0.0,0.0,1.0,1232.0,3706.0,-3399.0,766.0,2,-0.9299859758498021,-0.03320984005600152,
2024-04-07 05:06:13.084000+00:00,9496.0,3505.0,100.0,14.0,1.0,0.0,0.0,1.0,1232.0,3706.0,-3399.0,766.0,2,-0.9299859718321715,-0.03320996017259081,
2024-04-07 05:06:13.284000+00:00,9496.0,3567.0,100.0,11.0,1.0,0.0,0.0,1.0,1232.0,3711.0,-3405.0,766.0,2,-0.9299859710674089,-0.03320998303709245,
2024-04-07 05:06:13.484000+00:00,9496.0,3563.0,100.0,8.0,1.0,0.0,0.0,1.0,1232.0,3716.0,-3411.0,766.0,2,-0.9299859700571605,-0.03321001324053753,
2024-04-07 05:06:13.884000+00:00,9496.0,3597.0,100.0,3.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,-0.9299859780583326,-0.033209774026836884,
2024-04-07 05:06:14.284000+00:00,9496.0,3562.0,100.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,-0.9299859716583785,-0.03320996536850637,
2024-04-07 05:06:14.604000+00:00,9496.0,3574.0,100.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,-0.9299859783668077,-0.033209764804049115,
2024-04-07 05:06:14.884000+00:00,9496.0,3526.0,100.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,-0.9299859792525763,-0.033209738321677444,
2024-04-07 05:06:15.084000+00:00,9496.0,3625.0,100.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,-0.9299859717795501,-0.03320996174605115,
2024-04-07 05:06:15.364000+00:00,9496.0,3476.0,100.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,-0.9299859695808318,-0.03321002748152417,
2024-04-07 05:06:15.644000+00:00,9496.0,2758.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:15.843000+00:00,9496.0,1358.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:16.163000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:16.363000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:16.643000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:16.963000+00:00,9496.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,-0.9299859560635861,-0.03321043160689201,
2024-04-07 05:06:17.203000+00:00,9496.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,-0.9299859736493137,-0.03320990584490929,
2024-04-07 05:06:17.523000+00:00,9496.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,-0.9299859731585012,-0.033209920518925275,
2024-04-07 05:06:17.683000+00:00,9496.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,-0.9299859756429469,-0.03320984624070073,
2024-04-07 05:06:18.003000+00:00,9496.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,-0.9299859777663985,-0.033209782754565625,
2024-04-07 05:06:18.283000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:18.604000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:18.884000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:19.044000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:19.404000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:20.604000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:20.844000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:21.204000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:21.364000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:21.644000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:22.004000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:22.284000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:22.484000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:22.683000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:23.083000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:23.243000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:23.443000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:23.603000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:23.843000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:24.323000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:24.483000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:24.723000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:24.883000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:25.164000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:25.444000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:25.764000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:25.964000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:26.204000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:26.404000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:26.564000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:26.724000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:27.004000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:27.364000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:27.804000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:28.004000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:28.204000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:28.404000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:28.604000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:28.964000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:29.204000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:29.443000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:29.603000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:29.763000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:30.003000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:30.283000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:30.523000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:30.683000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:31.083000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:31.563000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:31.804000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:32.084000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:32.244000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:32.564000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:32.964000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:33.124000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:33.404000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:33.564000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:34.044000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:34.404000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:34.724000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:34.924000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:35.204000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:35.684000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:36.003000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:36.163000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:36.523000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:36.883000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:37.163000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:37.523000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:37.683000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:37.843000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:38.204000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:38.444000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:38.764000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:39.004000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:39.324000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:39.524000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:39.724000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:39.964000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:40.244000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:40.444000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:40.604000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:40.764000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:41.084000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:41.284000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:41.444000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:41.604000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:41.884000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
2024-04-07 05:06:42.124000+00:00,9496.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1232.0,3721.0,-3416.0,766.0,2,0.06972406503420077,-0.0025952226013430625,
